ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
37465789 -115.429 32.771 10.36 1.4 -115.423 32.775 0.194 21.566
39794360 -115.450 32.801 7.34 1.6 -115.444 32.805 0.157 17.496
39794368 -115.451 32.801 7.40 2.0 -115.444 32.806 0.157 17.435
37466469 -115.450 32.801 7.42 1.2 -115.444 32.805 0.157 17.496
39794384 -115.450 32.801 7.41 1.8 -115.444 32.805 0.157 17.496
39912512 -115.399 32.725 10.30 1.6 -115.393 32.729 0.249 27.673
39730367 -115.389 32.720 10.86 1.8 -115.388 32.721 0.259 28.748
39974512 -115.472 32.836 8.19 1.4 -115.466 32.840 0.116 12.900
39974632 -115.473 32.838 8.12 1.9 -115.468 32.842 0.114 12.653
39974648 -115.467 32.826 8.46 2.2 -115.460 32.830 0.127 14.134
39974768 -115.466 32.824 8.51 2.2 -115.459 32.829 0.129 14.381
39974776 -115.466 32.824 8.60 1.9 -115.459 32.829 0.129 14.381
39974848 -115.472 32.837 8.31 1.6 -115.467 32.840 0.115 12.807
39974864 -115.472 32.837 8.34 1.6 -115.467 32.840 0.115 12.807
39974872 -115.472 32.838 8.34 1.7 -115.467 32.841 0.114 12.714
39974920 -115.474 32.840 8.12 1.5 -115.469 32.843 0.112 12.406
39974968 -115.467 32.825 8.60 2.1 -115.460 32.830 0.128 14.227
39975008 -115.466 32.824 8.90 2.1 -115.459 32.829 0.129 14.381
39975096 -115.473 32.840 8.24 1.4 -115.468 32.843 0.112 12.467
39975104 -115.473 32.838 8.15 1.6 -115.468 32.842 0.114 12.653
37338692 -115.473 32.839 8.25 1.9 -115.468 32.842 0.113 12.560
39742063 -115.468 32.828 8.65 2.2 -115.461 32.832 0.125 13.888
39742071 -115.468 32.828 8.68 1.9 -115.461 32.832 0.125 13.888
39742079 -115.467 32.825 8.83 2.9 -115.460 32.830 0.128 14.227
39742095 -115.466 32.823 8.91 2.2 -115.459 32.828 0.130 14.474
39742575 -115.468 32.828 8.74 1.7 -115.461 32.832 0.125 13.888
39742631 -115.467 32.825 9.27 1.5 -115.460 32.830 0.128 14.227
40183776 -115.411 32.747 11.35 1.5 -115.407 32.750 0.224 24.896
39982487 -115.441 32.793 9.64 1.7 -115.437 32.796 0.169 18.789
39982767 -115.441 32.794 9.61 1.6 -115.438 32.796 0.168 18.696
