ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
38169592 -115.528 32.784 10.92 1.9 -115.532 32.789 0.070 7.775
38169600 -115.530 32.785 10.72 2.2 -115.533 32.789 0.069 7.679
38169688 -115.528 32.783 10.76 1.7 -115.533 32.789 0.069 7.703
38169696 -115.528 32.783 10.81 1.3 -115.533 32.789 0.069 7.703
38170096 -115.529 32.786 11.27 1.4 -115.532 32.789 0.070 7.836
38170976 -115.558 32.774 10.38 1.4 -115.555 32.770 0.041 4.520
37186636 -115.528 32.785 11.07 1.8 -115.532 32.790 0.071 7.848
38171312 -115.529 32.786 11.03 2.0 -115.532 32.789 0.070 7.836
38171432 -115.531 32.781 10.23 1.8 -115.536 32.786 0.066 7.305
38171448 -115.530 32.781 10.32 1.9 -115.535 32.787 0.066 7.389
38171472 -115.530 32.781 10.39 1.5 -115.535 32.787 0.066 7.389
38171480 -115.530 32.781 10.44 1.4 -115.535 32.787 0.066 7.389
38171488 -115.530 32.780 10.22 1.6 -115.535 32.786 0.066 7.317
38172024 -115.529 32.794 10.95 1.2 -115.528 32.793 0.076 8.415
38196904 -115.529 32.780 11.05 1.5 -115.535 32.787 0.067 7.401
38196984 -115.533 32.785 11.30 1.4 -115.535 32.787 0.067 7.426
37364138 -115.533 32.780 9.91 1.7 -115.537 32.785 0.064 7.064
38145527 -115.541 32.792 11.10 1.7 -115.536 32.786 0.065 7.258
38594072 -115.569 32.738 12.21 1.8 -115.579 32.749 0.009 0.984
38616984 -115.472 32.826 8.84 1.7 -115.479 32.835 0.140 15.542
38626472 -115.470 32.822 8.82 1.3 -115.480 32.834 0.139 15.421
38947056 -115.478 32.834 9.01 1.3 -115.479 32.835 0.140 15.615
39038816 -115.526 32.778 11.24 1.2 -115.534 32.788 0.068 7.509
38238730 -115.538 32.786 10.53 2.8 -115.537 32.785 0.064 7.076
38238746 -115.535 32.784 10.49 4.0 -115.536 32.786 0.065 7.185
38238754 -115.530 32.780 11.07 3.6 -115.535 32.786 0.066 7.317
38238762 -115.528 32.777 10.63 2.4 -115.536 32.786 0.065 7.268
38238770 -115.540 32.787 10.51 2.5 -115.538 32.784 0.063 6.980
38238778 -115.537 32.784 10.29 1.3 -115.538 32.785 0.063 7.016
37237484 -115.539 32.784 10.25 1.5 -115.539 32.784 0.062 6.847
37237500 -115.541 32.788 10.59 1.6 -115.538 32.784 0.063 6.968
38238786 -115.541 32.788 10.47 2.5 -115.538 32.784 0.063 6.968
38238802 -115.530 32.780 10.98 1.4 -115.535 32.786 0.066 7.317
38238818 -115.531 32.780 10.86 1.2 -115.536 32.786 0.065 7.232
38238842 -115.536 32.781 10.02 1.4 -115.538 32.784 0.062 6.883
38238850 -115.531 32.782 11.04 1.5 -115.535 32.787 0.066 7.377
38238858 -115.535 32.782 10.26 2.2 -115.537 32.785 0.063 7.040
38238866 -115.535 32.782 10.35 2.4 -115.537 32.785 0.063 7.040
38238874 -115.542 32.789 10.57 1.4 -115.538 32.784 0.063 6.956
38238906 -115.536 32.782 10.29 1.5 -115.538 32.784 0.063 6.955
38238922 -115.536 32.782 10.23 2.4 -115.538 32.784 0.063 6.955
37237868 -115.537 32.783 10.36 1.8 -115.538 32.784 0.062 6.943
38238938 -115.535 32.781 10.28 1.4 -115.538 32.784 0.063 6.967
38238962 -115.534 32.781 10.30 2.5 -115.537 32.785 0.063 7.052
38238970 -115.547 32.792 9.96 1.1 -115.539 32.783 0.061 6.752
38239042 -115.544 32.787 9.72 1.6 -115.540 32.782 0.060 6.643
38239058 -115.547 32.793 10.36 1.2 -115.539 32.784 0.061 6.824
38239082 -115.543 32.789 10.26 1.4 -115.539 32.784 0.062 6.872
38239170 -115.547 32.797 10.96 1.3 -115.537 32.785 0.064 7.114
38239194 -115.531 32.779 10.46 1.6 -115.537 32.785 0.064 7.160
38239202 -115.543 32.793 10.92 1.5 -115.537 32.785 0.064 7.162
38239234 -115.535 32.782 10.27 1.8 -115.537 32.785 0.063 7.040
38239250 -115.546 32.794 10.66 1.2 -115.538 32.784 0.063 6.981
37430213 -115.546 32.794 10.59 1.1 -115.538 32.784 0.063 6.981
38239282 -115.543 32.791 10.55 1.5 -115.538 32.785 0.063 7.017
38239298 -115.542 32.790 10.63 1.6 -115.537 32.785 0.063 7.029
38239306 -115.542 32.790 10.56 1.5 -115.537 32.785 0.063 7.029
38239314 -115.543 32.790 10.50 1.2 -115.538 32.784 0.062 6.944
38239330 -115.542 32.789 10.59 1.4 -115.538 32.784 0.063 6.956
38239434 -115.529 32.777 10.55 1.3 -115.536 32.786 0.065 7.184
38239442 -115.547 32.797 11.01 1.7 -115.537 32.785 0.064 7.114
38239474 -115.547 32.792 10.05 1.7 -115.539 32.783 0.061 6.752
38239570 -115.546 32.796 10.97 1.2 -115.537 32.785 0.064 7.126
38239578 -115.548 32.789 9.45 2.3 -115.541 32.781 0.058 6.450
38239586 -115.550 32.790 9.51 2.0 -115.542 32.781 0.057 6.354
38239594 -115.547 32.788 9.45 2.7 -115.541 32.781 0.058 6.462
38239602 -115.546 32.788 9.32 2.9 -115.541 32.782 0.059 6.546
38239610 -115.543 32.785 9.38 1.4 -115.541 32.782 0.059 6.582
38239634 -115.544 32.786 9.46 1.3 -115.541 32.782 0.059 6.570
38239658 -115.541 32.787 10.35 1.4 -115.538 32.784 0.062 6.896
38239666 -115.541 32.788 10.43 1.8 -115.538 32.784 0.063 6.968
37430453 -115.540 32.786 10.28 1.8 -115.538 32.784 0.062 6.908
38239674 -115.538 32.784 10.26 2.0 -115.538 32.784 0.062 6.931
37237852 -115.538 32.786 10.64 1.8 -115.537 32.785 0.064 7.076
38239682 -115.539 32.785 10.40 1.9 -115.538 32.784 0.062 6.920
38239730 -115.538 32.784 10.33 1.6 -115.538 32.784 0.062 6.931
37237556 -115.537 32.783 10.26 1.2 -115.538 32.784 0.062 6.943
38239738 -115.537 32.783 10.27 2.7 -115.538 32.784 0.062 6.943
38239746 -115.538 32.783 10.22 3.2 -115.539 32.784 0.062 6.859
38239754 -115.536 32.782 10.26 2.6 -115.538 32.784 0.063 6.955
37237780 -115.536 32.781 9.96 2.6 -115.538 32.784 0.062 6.883
38239762 -115.541 32.789 10.67 1.5 -115.537 32.785 0.063 7.041
37430221 -115.541 32.789 10.69 1.1 -115.537 32.785 0.063 7.041
38239770 -115.542 32.790 10.64 1.6 -115.537 32.785 0.063 7.029
38239778 -115.542 32.790 10.65 2.1 -115.537 32.785 0.063 7.029
38239786 -115.542 32.789 10.51 2.7 -115.538 32.784 0.063 6.956
38239794 -115.546 32.794 10.60 2.2 -115.538 32.784 0.063 6.981
38239802 -115.540 32.789 10.85 2.1 -115.537 32.785 0.064 7.125
38239810 -115.548 32.797 10.99 1.4 -115.537 32.785 0.063 7.030
38239818 -115.548 32.798 11.01 1.2 -115.537 32.785 0.064 7.102
38239826 -115.532 32.780 10.52 1.7 -115.537 32.785 0.064 7.148
38239834 -115.533 32.780 10.41 1.6 -115.537 32.785 0.064 7.064
38239842 -115.542 32.789 10.71 1.5 -115.538 32.784 0.063 6.956
38239858 -115.537 32.783 10.27 2.0 -115.538 32.784 0.062 6.943
38239866 -115.548 32.789 9.66 1.7 -115.541 32.781 0.058 6.450
38239874 -115.543 32.789 10.52 1.4 -115.539 32.784 0.062 6.872
38240242 -115.533 32.781 10.53 1.7 -115.537 32.785 0.064 7.136
38240274 -115.534 32.788 10.71 1.5 -115.534 32.788 0.068 7.559
38240282 -115.534 32.788 10.73 1.4 -115.534 32.788 0.068 7.559
38240394 -115.548 32.794 10.35 1.8 -115.539 32.783 0.061 6.812
38240482 -115.531 32.779 10.82 1.5 -115.537 32.785 0.064 7.160
38240530 -115.548 32.795 10.51 1.3 -115.538 32.784 0.062 6.885
38241746 -115.548 32.795 10.41 1.5 -115.538 32.784 0.062 6.885
38241754 -115.548 32.795 10.45 1.4 -115.538 32.784 0.062 6.885
38241778 -115.547 32.795 10.39 1.4 -115.538 32.784 0.063 6.969
38241794 -115.548 32.794 10.33 1.2 -115.539 32.783 0.061 6.812
39279112 -115.548 32.792 8.65 1.7 -115.540 32.783 0.060 6.667
39279136 -115.547 32.791 8.69 1.8 -115.540 32.783 0.060 6.679
39344015 -115.527 32.776 10.65 1.1 -115.536 32.786 0.065 7.280
38688250 -115.475 32.822 9.42 1.7 -115.483 32.831 0.135 14.999
38688274 -115.474 32.821 9.39 1.6 -115.483 32.831 0.135 15.011
37455245 -115.474 32.821 9.37 1.1 -115.483 32.831 0.135 15.011
38688290 -115.474 32.820 9.42 1.6 -115.483 32.831 0.134 14.938
38688298 -115.474 32.821 9.37 1.6 -115.483 32.831 0.135 15.011
38689186 -115.476 32.824 9.54 1.5 -115.483 32.832 0.135 15.059
38696562 -115.549 32.791 8.21 1.6 -115.541 32.782 0.059 6.511
37455637 -115.550 32.791 8.07 1.5 -115.542 32.781 0.058 6.426
38696594 -115.549 32.789 7.98 1.3 -115.542 32.781 0.057 6.366
38696714 -115.547 32.789 8.28 1.2 -115.541 32.782 0.059 6.534
38696722 -115.548 32.789 8.29 1.4 -115.541 32.781 0.058 6.450
38696746 -115.547 32.789 8.35 1.5 -115.541 32.782 0.059 6.534
39661392 -115.469 32.826 9.40 1.5 -115.478 32.836 0.142 15.795
39470959 -115.483 32.823 6.47 1.7 -115.487 32.828 0.129 14.397
39902752 -115.475 32.834 8.27 1.5 -115.477 32.836 0.143 15.868
39902760 -115.476 32.834 8.23 1.3 -115.478 32.836 0.142 15.784
39902768 -115.475 32.833 8.25 1.2 -115.478 32.836 0.142 15.796
39974512 -115.472 32.836 8.19 1.4 -115.474 32.839 0.146 16.266
39974632 -115.473 32.838 8.12 1.9 -115.474 32.839 0.147 16.327
39974648 -115.467 32.826 8.46 2.2 -115.476 32.837 0.144 15.964
39974768 -115.466 32.824 8.51 2.2 -115.477 32.837 0.143 15.903
39974776 -115.466 32.824 8.60 1.9 -115.477 32.837 0.143 15.903
39974848 -115.472 32.837 8.31 1.6 -115.474 32.839 0.147 16.339
39974864 -115.472 32.837 8.34 1.6 -115.474 32.839 0.147 16.339
39974872 -115.472 32.838 8.34 1.7 -115.473 32.840 0.148 16.411
39974920 -115.474 32.840 8.12 1.5 -115.474 32.840 0.147 16.387
39974968 -115.467 32.825 8.60 2.1 -115.477 32.837 0.143 15.891
39975008 -115.466 32.824 8.90 2.1 -115.477 32.837 0.143 15.903
39975096 -115.473 32.840 8.24 1.4 -115.473 32.840 0.148 16.472
39975104 -115.473 32.838 8.15 1.6 -115.474 32.839 0.147 16.327
37338692 -115.473 32.839 8.25 1.9 -115.474 32.840 0.147 16.399
39742063 -115.468 32.828 8.65 2.2 -115.476 32.837 0.144 16.024
39742071 -115.468 32.828 8.68 1.9 -115.476 32.837 0.144 16.024
39742079 -115.467 32.825 8.83 2.9 -115.477 32.837 0.143 15.891
39742095 -115.466 32.823 8.91 2.2 -115.477 32.836 0.142 15.831
39742143 -115.467 32.824 9.14 1.6 -115.477 32.836 0.142 15.819
39742575 -115.468 32.828 8.74 1.7 -115.476 32.837 0.144 16.024
39742631 -115.467 32.825 9.27 1.5 -115.477 32.837 0.143 15.891
39805167 -115.530 32.778 10.49 1.7 -115.536 32.786 0.064 7.172
40061624 -115.455 32.846 4.08 1.1 -115.460 32.851 0.166 18.425
37481957 -115.455 32.846 4.08 1.2 -115.460 32.851 0.166 18.425
40061632 -115.455 32.846 4.08 1.1 -115.460 32.851 0.166 18.425
39840175 -115.469 32.826 4.97 1.3 -115.478 32.836 0.142 15.795
39900383 -115.470 32.821 8.11 1.9 -115.481 32.833 0.138 15.348
39906567 -115.548 32.797 10.81 1.6 -115.537 32.785 0.063 7.030
