ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
37236080 -115.476 32.744 9.48 1.5 -115.470 32.748 0.187 20.767
37236152 -115.475 32.742 9.46 1.8 -115.469 32.746 0.189 21.014
37236328 -115.476 32.744 9.58 1.6 -115.470 32.748 0.187 20.767
37127060 -115.477 32.742 8.76 0.9 -115.470 32.747 0.188 20.892
37237224 -115.472 32.741 9.34 1.6 -115.468 32.744 0.191 21.290
37411023 -115.451 32.705 9.19 1.7 -115.445 32.709 0.233 25.918
38222944 -115.474 32.738 10.03 1.1 -115.467 32.743 0.193 21.446
38223080 -115.474 32.738 10.00 1.2 -115.467 32.743 0.193 21.446
38227408 -115.474 32.738 10.03 1.4 -115.467 32.743 0.193 21.446
39551807 -115.451 32.733 9.39 1.4 -115.458 32.729 0.210 23.317
39552239 -115.465 32.731 9.89 1.3 -115.461 32.734 0.204 22.647
39707223 -115.445 32.724 8.52 1.6 -115.452 32.720 0.221 24.520
39713231 -115.445 32.725 8.40 1.2 -115.452 32.720 0.220 24.427
39764487 -115.472 32.736 9.65 1.3 -115.465 32.740 0.196 21.754
40066816 -115.442 32.718 10.37 1.4 -115.448 32.714 0.227 25.260
40066824 -115.442 32.718 10.39 1.5 -115.448 32.714 0.227 25.260
