ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
38387872 -115.423 32.749 10.21 1.7 -115.419 32.744 0.131 14.592
38388000 -115.420 32.745 10.04 1.9 -115.419 32.744 0.131 14.555
38394408 -115.419 32.755 10.70 1.5 -115.414 32.749 0.138 15.364
38395016 -115.417 32.753 10.63 1.7 -115.414 32.749 0.138 15.387
38395104 -115.416 32.751 10.68 1.7 -115.414 32.749 0.138 15.327
38163455 -115.419 32.755 10.39 2.2 -115.414 32.749 0.138 15.364
38163647 -115.417 32.754 10.61 1.5 -115.413 32.749 0.139 15.460
38163783 -115.420 32.756 10.38 1.8 -115.414 32.749 0.138 15.352
37201980 -115.420 32.755 10.35 1.9 -115.414 32.748 0.137 15.279
38163791 -115.421 32.757 10.55 1.9 -115.414 32.749 0.138 15.340
38406792 -115.418 32.741 10.17 1.2 -115.420 32.743 0.130 14.434
38200919 -115.427 32.753 11.54 1.4 -115.419 32.744 0.131 14.544
37531714 -115.413 32.733 9.78 1.6 -115.421 32.742 0.128 14.276
37531722 -115.413 32.733 9.66 1.6 -115.421 32.742 0.128 14.276
37531730 -115.412 32.732 9.81 2.0 -115.421 32.743 0.128 14.288
37531738 -115.411 32.731 9.90 2.0 -115.421 32.743 0.129 14.300
37531746 -115.412 32.733 9.96 2.3 -115.421 32.743 0.129 14.361
37206324 -115.410 32.729 9.98 1.6 -115.421 32.742 0.128 14.240
37531754 -115.411 32.731 9.95 1.9 -115.421 32.743 0.129 14.300
37206476 -115.411 32.730 10.07 2.0 -115.421 32.742 0.128 14.228
37531762 -115.410 32.730 10.05 2.2 -115.421 32.743 0.129 14.312
37206492 -115.410 32.730 10.12 1.4 -115.421 32.743 0.129 14.312
37531770 -115.411 32.730 9.71 1.8 -115.421 32.742 0.128 14.228
37206500 -115.410 32.729 9.77 1.2 -115.421 32.742 0.128 14.240
37531778 -115.411 32.730 9.81 1.6 -115.421 32.742 0.128 14.228
37531786 -115.411 32.731 10.01 1.4 -115.421 32.743 0.129 14.300
37531794 -115.411 32.730 9.67 1.6 -115.421 32.742 0.128 14.228
37531802 -115.410 32.729 10.01 1.8 -115.421 32.742 0.128 14.240
37531810 -115.411 32.730 10.13 2.2 -115.421 32.742 0.128 14.228
37531818 -115.412 32.731 9.82 2.3 -115.422 32.742 0.128 14.216
38639472 -115.419 32.751 11.14 2.0 -115.416 32.747 0.136 15.074
38639528 -115.420 32.751 11.13 1.5 -115.416 32.747 0.135 14.990
38639632 -115.420 32.751 11.11 2.2 -115.416 32.747 0.135 14.990
39096032 -115.417 32.740 10.37 1.9 -115.420 32.743 0.130 14.446
37427997 -115.417 32.741 10.36 1.9 -115.419 32.744 0.131 14.518
39096040 -115.417 32.740 10.44 1.8 -115.420 32.743 0.130 14.446
37427989 -115.418 32.741 10.40 1.5 -115.420 32.743 0.130 14.434
39096048 -115.416 32.740 10.37 2.7 -115.419 32.744 0.131 14.530
38253098 -115.409 32.730 10.86 2.1 -115.420 32.743 0.129 14.396
39119871 -115.422 32.750 9.45 1.1 -115.418 32.745 0.133 14.748
38477346 -115.424 32.749 10.82 1.6 -115.420 32.744 0.130 14.507
38477354 -115.424 32.749 10.81 2.3 -115.420 32.744 0.130 14.507
38477458 -115.425 32.750 10.86 3.6 -115.420 32.744 0.130 14.495
38477890 -115.424 32.761 10.45 1.4 -115.414 32.749 0.138 15.376
38478194 -115.423 32.760 10.48 1.5 -115.414 32.749 0.138 15.388
38481738 -115.423 32.760 10.41 2.2 -115.414 32.749 0.138 15.388
39218255 -115.418 32.748 9.31 1.4 -115.417 32.746 0.134 14.941
39478520 -115.417 32.736 9.59 1.5 -115.422 32.742 0.127 14.156
39267239 -115.415 32.740 10.23 1.6 -115.419 32.744 0.131 14.615
39332767 -115.416 32.739 10.52 1.5 -115.420 32.744 0.130 14.458
39539239 -115.414 32.751 10.81 1.7 -115.413 32.750 0.139 15.496
39539343 -115.414 32.751 10.75 1.8 -115.413 32.750 0.139 15.496
39540559 -115.413 32.750 10.87 1.3 -115.413 32.750 0.139 15.508
39551807 -115.451 32.733 9.39 1.4 -115.443 32.724 0.100 11.070
39707223 -115.445 32.724 8.52 1.6 -115.444 32.723 0.098 10.925
39713231 -115.445 32.725 8.40 1.2 -115.444 32.723 0.099 10.997
39773447 -115.456 32.709 9.25 1.3 -115.458 32.711 0.080 8.910
40030960 -115.425 32.755 9.74 1.3 -115.417 32.746 0.134 14.857
40030976 -115.425 32.755 9.78 2.0 -115.417 32.746 0.134 14.857
39817415 -115.424 32.752 10.19 1.7 -115.418 32.745 0.132 14.724
39817431 -115.424 32.752 10.21 2.2 -115.418 32.745 0.132 14.724
39817447 -115.424 32.751 10.33 2.2 -115.419 32.745 0.132 14.652
39817455 -115.425 32.753 10.23 1.7 -115.418 32.745 0.132 14.713
40066816 -115.442 32.718 10.37 1.4 -115.445 32.722 0.097 10.743
40066824 -115.442 32.718 10.39 1.5 -115.445 32.722 0.097 10.743
39864327 -115.409 32.731 10.99 1.5 -115.420 32.744 0.130 14.469
39864335 -115.409 32.731 10.99 1.6 -115.420 32.744 0.130 14.469
39865343 -115.419 32.744 10.01 1.1 -115.419 32.744 0.131 14.567
39871263 -115.419 32.743 10.18 1.4 -115.420 32.744 0.130 14.494
39871271 -115.419 32.743 10.16 2.3 -115.420 32.744 0.130 14.494
39871279 -115.418 32.743 10.16 2.1 -115.419 32.744 0.131 14.579
39882367 -115.505 32.673 7.39 1.8 -115.504 32.672 0.020 2.169
39901703 -115.419 32.748 9.88 1.6 -115.417 32.746 0.134 14.857
39902911 -115.430 32.758 10.55 1.8 -115.419 32.745 0.132 14.653
40183776 -115.411 32.747 11.35 1.5 -115.413 32.749 0.139 15.459
