ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
38239058 -115.547 32.793 10.36 1.2 -115.544 32.795 0.104 11.586
38239082 -115.543 32.789 10.26 1.4 -115.541 32.790 0.110 12.202
38239170 -115.547 32.797 10.96 1.3 -115.546 32.798 0.101 11.215
38239194 -115.531 32.779 10.46 1.6 -115.533 32.778 0.125 13.865
38239202 -115.543 32.793 10.92 1.5 -115.543 32.793 0.106 11.831
38239234 -115.535 32.782 10.27 1.8 -115.535 32.782 0.120 13.342
38239250 -115.546 32.794 10.66 1.2 -115.544 32.795 0.104 11.554
37430213 -115.546 32.794 10.59 1.1 -115.544 32.795 0.104 11.554
38239282 -115.543 32.791 10.55 1.5 -115.542 32.792 0.108 12.016
38239298 -115.542 32.790 10.63 1.6 -115.541 32.790 0.109 12.171
38239306 -115.542 32.790 10.56 1.5 -115.541 32.790 0.109 12.171
38239314 -115.543 32.790 10.50 1.2 -115.542 32.791 0.109 12.109
38239330 -115.542 32.789 10.59 1.4 -115.541 32.790 0.110 12.263
38239434 -115.529 32.777 10.55 1.3 -115.531 32.775 0.127 14.173
38239442 -115.547 32.797 11.01 1.7 -115.546 32.798 0.101 11.215
38239474 -115.547 32.792 10.05 1.7 -115.544 32.794 0.105 11.679
38239570 -115.546 32.796 10.97 1.2 -115.545 32.796 0.102 11.369
38239578 -115.548 32.789 9.45 2.3 -115.543 32.793 0.107 11.897
38239586 -115.550 32.790 9.51 2.0 -115.544 32.794 0.105 11.681
38239594 -115.547 32.788 9.45 2.7 -115.542 32.791 0.108 12.051
38239602 -115.546 32.788 9.32 2.9 -115.542 32.791 0.109 12.112
38239610 -115.543 32.785 9.38 1.4 -115.539 32.787 0.113 12.574
38239634 -115.544 32.786 9.46 1.3 -115.540 32.789 0.112 12.420
38239658 -115.541 32.787 10.35 1.4 -115.540 32.788 0.113 12.510
38239666 -115.541 32.788 10.43 1.8 -115.540 32.789 0.112 12.417
37430453 -115.540 32.786 10.28 1.8 -115.539 32.787 0.114 12.664
38239674 -115.538 32.784 10.26 2.0 -115.537 32.784 0.117 12.972
37237852 -115.538 32.786 10.64 1.8 -115.538 32.786 0.115 12.787
38239682 -115.539 32.785 10.40 1.9 -115.538 32.786 0.115 12.818
38239730 -115.538 32.784 10.33 1.6 -115.537 32.784 0.117 12.972
37237556 -115.537 32.783 10.26 1.2 -115.537 32.783 0.118 13.126
38239738 -115.537 32.783 10.27 2.7 -115.537 32.783 0.118 13.126
38239746 -115.538 32.783 10.22 3.2 -115.537 32.784 0.117 13.065
38239754 -115.536 32.782 10.26 2.6 -115.536 32.782 0.119 13.280
37237780 -115.536 32.781 9.96 2.6 -115.535 32.781 0.120 13.373
38239762 -115.541 32.789 10.67 1.5 -115.541 32.789 0.111 12.325
37430221 -115.541 32.789 10.69 1.1 -115.541 32.789 0.111 12.325
38239770 -115.542 32.790 10.64 1.6 -115.541 32.790 0.109 12.171
38239778 -115.542 32.790 10.65 2.1 -115.541 32.790 0.109 12.171
38239786 -115.542 32.789 10.51 2.7 -115.541 32.790 0.110 12.263
38239794 -115.546 32.794 10.60 2.2 -115.544 32.795 0.104 11.554
38239802 -115.540 32.789 10.85 2.1 -115.540 32.789 0.111 12.386
38239810 -115.548 32.797 10.99 1.4 -115.546 32.798 0.100 11.154
38239818 -115.548 32.798 11.01 1.2 -115.547 32.799 0.099 11.061
38239826 -115.532 32.780 10.52 1.7 -115.534 32.779 0.123 13.711
38239834 -115.533 32.780 10.41 1.6 -115.534 32.779 0.123 13.650
38239842 -115.542 32.789 10.71 1.5 -115.541 32.790 0.110 12.263
38239858 -115.537 32.783 10.27 2.0 -115.537 32.783 0.118 13.126
38239866 -115.548 32.789 9.66 1.7 -115.543 32.793 0.107 11.897
38239874 -115.543 32.789 10.52 1.4 -115.541 32.790 0.110 12.202
38240242 -115.533 32.781 10.53 1.7 -115.534 32.780 0.122 13.557
38240274 -115.534 32.788 10.71 1.5 -115.538 32.785 0.116 12.845
38240282 -115.534 32.788 10.73 1.4 -115.538 32.785 0.116 12.845
38240394 -115.548 32.794 10.35 1.8 -115.545 32.796 0.103 11.432
38240482 -115.531 32.779 10.82 1.5 -115.533 32.778 0.125 13.865
38240530 -115.548 32.795 10.51 1.3 -115.545 32.797 0.102 11.339
38241746 -115.548 32.795 10.41 1.5 -115.545 32.797 0.102 11.339
38241754 -115.548 32.795 10.45 1.4 -115.545 32.797 0.102 11.339
38241778 -115.547 32.795 10.39 1.4 -115.545 32.796 0.103 11.400
38241794 -115.548 32.794 10.33 1.2 -115.545 32.796 0.103 11.432
39279112 -115.548 32.792 8.65 1.7 -115.544 32.795 0.104 11.618
39279136 -115.547 32.791 8.69 1.8 -115.543 32.793 0.106 11.772
39074247 -115.500 32.736 8.42 1.5 -115.504 32.734 0.178 19.754
39344015 -115.527 32.776 10.65 1.1 -115.530 32.774 0.129 14.388
39368159 -115.554 32.797 9.88 1.6 -115.548 32.801 0.097 10.787
38696562 -115.549 32.791 8.21 1.6 -115.544 32.794 0.105 11.650
37455637 -115.550 32.791 8.07 1.5 -115.544 32.795 0.104 11.589
38696594 -115.549 32.789 7.98 1.3 -115.543 32.793 0.106 11.835
38696714 -115.547 32.789 8.28 1.2 -115.542 32.792 0.108 11.958
38696722 -115.548 32.789 8.29 1.4 -115.543 32.793 0.107 11.897
38696746 -115.547 32.789 8.35 1.5 -115.542 32.792 0.108 11.958
39805167 -115.530 32.778 10.49 1.7 -115.532 32.777 0.126 14.019
39904127 -115.559 32.807 10.90 2.0 -115.554 32.810 0.086 9.552
39906167 -115.555 32.803 10.81 1.6 -115.551 32.806 0.091 10.168
39906567 -115.548 32.797 10.81 1.6 -115.546 32.798 0.100 11.154
