ID lon[deg] lat[deg] depth[km] mag[ML] lon_proj[deg] lat_proj[deg] dist_proj[deg] dist_km_proj[deg]
14595860 -115.426 32.758 10.86 1.4 -115.420 32.762 0.210 23.395
14597732 -115.466 32.823 9.21 1.5 -115.462 32.826 0.134 14.912
14606740 -115.441 32.779 9.31 1.4 -115.434 32.783 0.185 20.528
14606756 -115.440 32.778 9.63 1.4 -115.434 32.782 0.186 20.682
14606812 -115.439 32.777 9.56 1.5 -115.433 32.781 0.187 20.836
14615660 -115.447 32.801 8.87 2.5 -115.446 32.801 0.163 18.117
10183330 -115.447 32.802 8.84 1.8 -115.447 32.802 0.162 18.025
10182690 -115.446 32.800 8.68 2.2 -115.445 32.800 0.164 18.271
10183430 -115.446 32.801 8.91 2.5 -115.446 32.801 0.163 18.179
37005063 -115.449 32.798 9.04 0.5 -115.445 32.800 0.164 18.274
10602213 -115.467 32.825 9.32 1.9 -115.463 32.827 0.132 14.666
37230413 -115.468 32.826 9.31 2.0 -115.464 32.829 0.131 14.512
10759445 -115.425 32.759 11.04 1.2 -115.420 32.762 0.210 23.363
10783421 -115.426 32.760 11.04 1.5 -115.421 32.763 0.209 23.209
10785429 -115.466 32.816 9.27 1.9 -115.459 32.821 0.140 15.563
10785453 -115.466 32.817 9.19 1.3 -115.459 32.821 0.139 15.470
10785581 -115.469 32.821 9.00 2.0 -115.462 32.826 0.134 14.915
10788421 -115.467 32.818 9.28 2.0 -115.460 32.823 0.138 15.316
10791493 -115.452 32.802 8.95 1.2 -115.448 32.804 0.159 17.719
10791525 -115.452 32.803 8.96 1.9 -115.449 32.805 0.159 17.626
10792741 -115.408 32.750 10.96 0.8 -115.411 32.748 0.227 25.239
10792901 -115.407 32.749 10.90 1.4 -115.410 32.747 0.228 25.393
10792957 -115.407 32.749 10.89 1.1 -115.410 32.747 0.228 25.393
14856596 -115.459 32.806 9.35 1.5 -115.452 32.810 0.152 16.919
14860852 -115.454 32.799 9.15 1.9 -115.447 32.803 0.161 17.875
14860860 -115.454 32.799 9.04 1.7 -115.447 32.803 0.161 17.875
14860868 -115.453 32.798 9.10 1.2 -115.447 32.802 0.162 18.029
14860876 -115.452 32.798 9.21 1.4 -115.446 32.802 0.163 18.090
14860924 -115.454 32.799 6.27 1.8 -115.447 32.803 0.161 17.875
14860932 -115.453 32.798 9.23 1.9 -115.447 32.802 0.162 18.029
14860948 -115.452 32.797 9.15 1.8 -115.446 32.801 0.164 18.183
14860956 -115.453 32.799 9.07 2.7 -115.447 32.803 0.161 17.936
14860972 -115.454 32.799 9.07 2.5 -115.447 32.803 0.161 17.875
14860980 -115.455 32.800 8.95 1.4 -115.448 32.804 0.159 17.721
14860988 -115.452 32.797 8.97 1.6 -115.446 32.801 0.164 18.183
14861004 -115.455 32.801 8.94 1.2 -115.449 32.805 0.159 17.628
14861012 -115.455 32.801 9.09 1.6 -115.449 32.805 0.159 17.628
14861036 -115.452 32.796 8.96 1.7 -115.445 32.800 0.164 18.276
14861060 -115.452 32.796 8.93 1.9 -115.445 32.800 0.164 18.276
14861100 -115.449 32.792 9.20 1.6 -115.443 32.796 0.169 18.831
14861108 -115.450 32.794 9.17 1.8 -115.444 32.798 0.167 18.584
14861172 -115.447 32.790 9.11 1.7 -115.441 32.794 0.172 19.139
14861420 -115.446 32.788 9.03 1.8 -115.440 32.792 0.174 19.386
14861428 -115.446 32.789 8.97 2.0 -115.440 32.793 0.174 19.293
14861612 -115.447 32.791 9.41 1.4 -115.442 32.795 0.171 19.046
14861620 -115.445 32.786 9.01 1.7 -115.439 32.790 0.177 19.633
14861628 -115.445 32.787 9.13 1.9 -115.439 32.791 0.176 19.540
14861668 -115.446 32.790 9.53 1.3 -115.441 32.793 0.173 19.200
14861732 -115.444 32.784 9.21 1.1 -115.438 32.788 0.179 19.880
14861836 -115.443 32.785 9.60 1.2 -115.438 32.788 0.178 19.848
14861852 -115.443 32.785 9.47 1.5 -115.438 32.788 0.178 19.848
10825333 -115.435 32.785 10.67 1.6 -115.435 32.785 0.183 20.337
14871676 -115.436 32.780 9.49 1.5 -115.433 32.782 0.187 20.740
14871796 -115.436 32.779 9.35 1.9 -115.433 32.781 0.187 20.833
14871804 -115.436 32.781 9.56 2.0 -115.434 32.782 0.186 20.647
14871916 -115.434 32.777 9.66 1.8 -115.431 32.779 0.190 21.141
14871924 -115.433 32.776 9.67 1.5 -115.431 32.778 0.192 21.295
14872260 -115.431 32.774 10.22 1.4 -115.429 32.775 0.194 21.603
14872284 -115.430 32.774 10.27 1.4 -115.429 32.775 0.195 21.664
10876253 -115.436 32.773 9.48 1.3 -115.430 32.777 0.192 21.391
10876269 -115.438 32.776 9.23 2.1 -115.432 32.780 0.189 20.990
10876277 -115.438 32.776 9.39 1.3 -115.432 32.780 0.189 20.990
14932228 -115.406 32.729 10.83 1.3 -115.401 32.732 0.246 27.311
14962428 -115.439 32.777 9.75 1.7 -115.433 32.781 0.187 20.836
14962652 -115.439 32.776 9.67 1.6 -115.432 32.780 0.188 20.928
14988132 -115.423 32.750 10.32 1.9 -115.416 32.755 0.219 24.322
10961717 -115.440 32.778 9.34 2.5 -115.434 32.782 0.186 20.682
10961725 -115.439 32.777 9.46 1.7 -115.433 32.781 0.187 20.836
10961813 -115.440 32.777 9.17 1.4 -115.433 32.782 0.187 20.774
15017612 -115.462 32.811 8.80 2.2 -115.455 32.815 0.146 16.272
15017620 -115.461 32.808 8.78 1.9 -115.454 32.813 0.149 16.611
15017636 -115.464 32.813 9.34 3.0 -115.457 32.818 0.144 15.963
15017652 -115.464 32.814 8.97 1.6 -115.457 32.818 0.143 15.871
15017660 -115.460 32.808 9.03 1.8 -115.453 32.812 0.150 16.672
15017668 -115.464 32.815 8.94 1.9 -115.458 32.819 0.142 15.778
15017676 -115.459 32.806 8.99 1.8 -115.452 32.810 0.152 16.919
15017684 -115.465 32.816 8.79 2.3 -115.459 32.820 0.141 15.624
15017732 -115.458 32.805 8.94 1.5 -115.451 32.809 0.154 17.073
15017748 -115.465 32.816 9.30 1.5 -115.459 32.820 0.141 15.624
15017740 -115.466 32.816 9.07 2.0 -115.459 32.821 0.140 15.563
15017756 -115.458 32.804 8.82 2.4 -115.451 32.809 0.154 17.166
15017764 -115.459 32.807 9.08 2.8 -115.453 32.811 0.151 16.826
15017772 -115.458 32.804 8.91 1.9 -115.451 32.809 0.154 17.166
15017796 -115.459 32.807 8.87 1.7 -115.453 32.811 0.151 16.826
15017804 -115.458 32.805 8.83 1.8 -115.451 32.809 0.154 17.073
15017812 -115.456 32.803 9.21 1.3 -115.450 32.807 0.156 17.381
15017820 -115.456 32.802 8.87 1.4 -115.449 32.806 0.157 17.474
15017892 -115.456 32.801 8.84 2.7 -115.449 32.806 0.158 17.567
15017900 -115.455 32.800 8.94 1.6 -115.448 32.804 0.159 17.721
15017908 -115.454 32.800 9.02 2.0 -115.448 32.804 0.160 17.782
15017916 -115.454 32.799 9.00 1.6 -115.447 32.803 0.161 17.875
15017956 -115.457 32.803 9.26 1.5 -115.450 32.807 0.156 17.320
15018028 -115.456 32.802 9.21 1.6 -115.449 32.806 0.157 17.474
15018404 -115.458 32.804 9.09 2.3 -115.451 32.809 0.154 17.166
15018420 -115.457 32.802 8.96 1.4 -115.450 32.807 0.157 17.413
15018412 -115.458 32.805 8.94 3.0 -115.451 32.809 0.154 17.073
15018428 -115.456 32.802 9.24 1.7 -115.449 32.806 0.157 17.474
15019044 -115.445 32.787 9.98 1.3 -115.439 32.791 0.176 19.540
15021532 -115.432 32.769 10.12 1.4 -115.427 32.772 0.198 22.007
15021772 -115.432 32.770 10.34 1.1 -115.427 32.773 0.197 21.914
10981301 -115.463 32.817 9.59 1.2 -115.458 32.820 0.141 15.653
10985701 -115.443 32.784 10.47 1.2 -115.437 32.788 0.179 19.941
10990253 -115.432 32.769 9.95 1.6 -115.427 32.772 0.198 22.007
10990261 -115.432 32.769 10.02 1.8 -115.427 32.772 0.198 22.007
10990285 -115.430 32.766 10.21 1.4 -115.425 32.769 0.202 22.407
10990365 -115.430 32.765 10.36 3.0 -115.425 32.769 0.202 22.500
37005119 -115.434 32.773 9.57 1.1 -115.429 32.776 0.193 21.513
10990501 -115.435 32.775 9.45 2.8 -115.431 32.778 0.191 21.266
10990509 -115.434 32.774 9.42 1.5 -115.430 32.777 0.193 21.420
10990517 -115.434 32.772 9.71 1.4 -115.429 32.775 0.194 21.606
10990541 -115.432 32.769 9.60 2.4 -115.427 32.772 0.198 22.007
10990549 -115.428 32.762 10.41 2.1 -115.423 32.766 0.206 22.901
10990589 -115.433 32.770 9.76 1.8 -115.428 32.773 0.197 21.853
10990645 -115.436 32.776 9.20 2.5 -115.431 32.779 0.190 21.112
10990653 -115.436 32.775 9.98 2.4 -115.431 32.778 0.191 21.205
37005127 -115.434 32.773 9.92 2.1 -115.429 32.776 0.193 21.513
10990973 -115.433 32.771 9.62 1.5 -115.428 32.774 0.196 21.760
10991725 -115.437 32.777 9.28 2.1 -115.432 32.780 0.188 20.958
10991741 -115.437 32.777 9.57 2.4 -115.432 32.780 0.188 20.958
10991749 -115.438 32.778 9.55 1.8 -115.433 32.781 0.187 20.804
10991757 -115.436 32.775 9.53 1.6 -115.431 32.778 0.191 21.205
10991765 -115.438 32.778 9.10 2.1 -115.433 32.781 0.187 20.804
10991781 -115.439 32.779 9.50 2.5 -115.434 32.782 0.186 20.650
11035149 -115.431 32.777 10.95 1.8 -115.430 32.777 0.192 21.325
11036141 -115.444 32.786 9.54 1.4 -115.438 32.790 0.177 19.694
11036149 -115.444 32.785 9.43 2.4 -115.438 32.789 0.178 19.787
11036157 -115.444 32.785 9.43 1.6 -115.438 32.789 0.178 19.787
11036165 -115.445 32.787 9.46 2.4 -115.439 32.791 0.176 19.540
11036173 -115.446 32.788 9.51 1.3 -115.440 32.792 0.174 19.386
11036189 -115.443 32.784 9.59 1.5 -115.437 32.788 0.179 19.941
11036181 -115.443 32.784 9.15 1.4 -115.437 32.788 0.179 19.941
11036221 -115.447 32.790 9.10 1.6 -115.441 32.794 0.172 19.139
11036261 -115.447 32.790 10.16 1.6 -115.441 32.794 0.172 19.139
11036269 -115.448 32.792 9.00 1.8 -115.442 32.796 0.170 18.892
11036285 -115.450 32.792 9.58 2.4 -115.443 32.797 0.169 18.770
11036293 -115.448 32.791 8.94 1.9 -115.442 32.795 0.171 18.985
11036301 -115.446 32.789 8.90 1.9 -115.440 32.793 0.174 19.293
11036309 -115.448 32.792 8.39 2.1 -115.442 32.796 0.170 18.892
11036357 -115.450 32.795 9.08 1.5 -115.444 32.799 0.166 18.491
15079444 -115.451 32.795 8.90 2.0 -115.445 32.799 0.166 18.430
15079460 -115.451 32.795 9.02 1.6 -115.445 32.799 0.166 18.430
15079484 -115.451 32.795 9.07 1.6 -115.445 32.799 0.166 18.430
15079564 -115.452 32.797 8.90 1.6 -115.446 32.801 0.164 18.183
15080060 -115.424 32.756 10.88 1.2 -115.419 32.760 0.213 23.703
11045221 -115.408 32.728 11.10 1.5 -115.401 32.733 0.245 27.282
15103316 -115.448 32.793 8.45 1.3 -115.443 32.796 0.169 18.799
11101890 -115.453 32.798 9.21 1.5 -115.447 32.802 0.162 18.029
15147449 -115.442 32.794 9.90 1.7 -115.442 32.794 0.172 19.073
15148801 -115.436 32.771 8.71 1.9 -115.429 32.776 0.194 21.576
37072476 -115.433 32.766 8.78 1.7 -115.426 32.771 0.200 22.224
15148841 -115.432 32.766 9.15 1.7 -115.426 32.770 0.200 22.285
15148849 -115.433 32.766 9.04 2.4 -115.426 32.771 0.200 22.224
37072636 -115.434 32.768 8.80 2.2 -115.427 32.772 0.198 21.977
15148889 -115.432 32.765 9.30 2.0 -115.425 32.769 0.201 22.378
15148897 -115.430 32.763 9.15 2.4 -115.424 32.767 0.204 22.686
15148913 -115.429 32.761 9.20 1.9 -115.422 32.765 0.206 22.933
15148961 -115.428 32.759 9.02 1.6 -115.421 32.763 0.208 23.180
15153305 -115.428 32.770 10.59 1.3 -115.426 32.771 0.199 22.158
15181217 -115.469 32.822 8.63 1.6 -115.463 32.826 0.133 14.822
15193065 -115.428 32.758 10.21 1.8 -115.421 32.763 0.209 23.273
37090596 -115.429 32.771 10.35 0.9 -115.427 32.772 0.198 22.004
15222697 -115.428 32.759 9.82 1.5 -115.421 32.763 0.208 23.180
15239569 -115.450 32.794 9.65 1.7 -115.444 32.798 0.167 18.584
15241745 -115.424 32.752 10.18 1.8 -115.417 32.757 0.217 24.075
11207530 -115.467 32.818 9.68 1.7 -115.460 32.823 0.138 15.316
11207538 -115.467 32.817 9.37 2.1 -115.460 32.822 0.139 15.409
37104043 -115.468 32.819 9.54 2.1 -115.461 32.824 0.136 15.162
37104051 -115.466 32.816 9.23 2.0 -115.459 32.821 0.140 15.563
11207546 -115.467 32.818 9.41 2.8 -115.460 32.823 0.138 15.316
11207554 -115.468 32.819 9.47 2.0 -115.461 32.824 0.136 15.162
15253849 -115.410 32.732 10.94 1.8 -115.403 32.736 0.241 26.788
11246698 -115.421 32.753 10.98 1.8 -115.416 32.756 0.217 24.165
11249498 -115.459 32.813 9.54 1.7 -115.455 32.815 0.146 16.269
11249514 -115.459 32.814 9.53 2.3 -115.456 32.816 0.145 16.176
37110236 -115.447 32.787 9.84 1.1 -115.440 32.792 0.175 19.418
15337769 -115.428 32.762 10.92 1.6 -115.423 32.766 0.206 22.901
11333898 -115.438 32.778 9.95 1.4 -115.433 32.781 0.187 20.804
11367610 -115.420 32.756 10.51 1.7 -115.417 32.758 0.215 23.948
11389146 -115.467 32.824 8.65 1.6 -115.463 32.827 0.133 14.758
11389154 -115.467 32.824 8.52 2.0 -115.463 32.827 0.133 14.758
11389162 -115.470 32.834 8.53 1.3 -115.468 32.835 0.123 13.646
11412498 -115.455 32.806 8.70 1.7 -115.451 32.809 0.154 17.164
15468017 -115.425 32.757 10.69 1.7 -115.419 32.761 0.212 23.549
15472505 -115.446 32.789 9.14 1.8 -115.440 32.793 0.174 19.293
15472521 -115.447 32.790 9.09 1.9 -115.441 32.794 0.172 19.139
15472529 -115.446 32.789 9.34 1.6 -115.440 32.793 0.174 19.293
15472537 -115.446 32.789 9.24 2.0 -115.440 32.793 0.174 19.293
15472545 -115.446 32.788 9.31 1.8 -115.440 32.792 0.174 19.386
15472553 -115.446 32.789 9.36 2.5 -115.440 32.793 0.174 19.293
15472921 -115.443 32.784 9.18 1.6 -115.437 32.788 0.179 19.941
37177021 -115.444 32.785 9.09 1.4 -115.438 32.789 0.178 19.787
37215568 -115.450 32.801 9.25 1.5 -115.447 32.803 0.161 17.934
15500385 -115.446 32.785 10.32 2.1 -115.439 32.790 0.177 19.665
15511465 -115.462 32.811 8.70 2.5 -115.455 32.815 0.146 16.272
15511481 -115.465 32.816 9.06 2.0 -115.459 32.820 0.141 15.624
15511497 -115.465 32.816 9.17 1.7 -115.459 32.820 0.141 15.624
15511489 -115.464 32.815 9.09 2.6 -115.458 32.819 0.142 15.778
15511585 -115.462 32.810 9.03 2.4 -115.455 32.815 0.147 16.364
37236528 -115.452 32.801 8.64 1.2 -115.448 32.804 0.160 17.812
37236536 -115.453 32.801 8.71 1.7 -115.448 32.804 0.160 17.751
15520161 -115.455 32.800 9.09 1.8 -115.448 32.804 0.159 17.721
37259648 -115.438 32.779 9.08 1.4 -115.433 32.782 0.186 20.711
37208861 -115.438 32.779 9.12 1.2 -115.433 32.782 0.186 20.711
37262864 -115.430 32.766 10.22 1.7 -115.425 32.769 0.202 22.407
37263360 -115.431 32.767 10.07 1.7 -115.426 32.770 0.200 22.253
37263368 -115.431 32.768 10.04 1.9 -115.426 32.771 0.199 22.161
37263616 -115.431 32.769 9.78 2.5 -115.427 32.772 0.198 22.068
37263640 -115.432 32.769 10.03 2.5 -115.427 32.772 0.198 22.007
37263648 -115.433 32.770 10.04 1.7 -115.428 32.773 0.197 21.853
37263664 -115.435 32.773 9.90 1.6 -115.430 32.776 0.193 21.452
37263688 -115.434 32.771 9.81 1.1 -115.429 32.775 0.195 21.699
37263720 -115.434 32.772 9.77 1.8 -115.429 32.775 0.194 21.606
37263752 -115.435 32.773 9.74 1.4 -115.430 32.776 0.193 21.452
37264320 -115.432 32.769 9.90 1.1 -115.427 32.772 0.198 22.007
37268248 -115.467 32.823 9.34 1.0 -115.462 32.826 0.134 14.851
37268280 -115.466 32.823 9.34 1.4 -115.462 32.826 0.134 14.912
37284496 -115.404 32.724 11.02 2.2 -115.398 32.728 0.251 27.898
37284536 -115.403 32.723 11.04 1.6 -115.397 32.727 0.252 28.052
37068087 -115.434 32.769 8.92 1.3 -115.428 32.773 0.197 21.884
37299000 -115.420 32.751 11.02 1.7 -115.415 32.754 0.220 24.412
37303880 -115.464 32.818 9.02 1.4 -115.459 32.821 0.139 15.499
37309496 -115.452 32.797 9.23 1.6 -115.446 32.801 0.164 18.183
37309520 -115.452 32.796 9.22 1.9 -115.445 32.800 0.164 18.276
37309696 -115.451 32.796 8.85 1.6 -115.445 32.800 0.165 18.337
37309704 -115.451 32.796 9.02 1.2 -115.445 32.800 0.165 18.337
37309720 -115.452 32.797 8.94 1.4 -115.446 32.801 0.164 18.183
37309728 -115.452 32.797 8.87 1.6 -115.446 32.801 0.164 18.183
37234181 -115.452 32.797 8.93 1.6 -115.446 32.801 0.164 18.183
37309736 -115.453 32.798 8.90 1.7 -115.447 32.802 0.162 18.029
37309744 -115.453 32.798 9.05 1.8 -115.447 32.802 0.162 18.029
37309760 -115.451 32.795 9.07 1.0 -115.445 32.799 0.166 18.430
37309768 -115.451 32.796 9.29 3.2 -115.445 32.800 0.165 18.337
37309776 -115.454 32.799 8.83 2.2 -115.447 32.803 0.161 17.875
37309784 -115.454 32.799 9.07 2.1 -115.447 32.803 0.161 17.875
37309800 -115.450 32.794 9.03 2.4 -115.444 32.798 0.167 18.584
37310040 -115.455 32.801 9.20 1.7 -115.449 32.805 0.159 17.628
37311984 -115.459 32.807 9.04 2.0 -115.453 32.811 0.151 16.826
37312064 -115.459 32.807 8.88 1.5 -115.453 32.811 0.151 16.826
37312072 -115.459 32.806 9.09 2.4 -115.452 32.810 0.152 16.919
37312120 -115.458 32.804 9.26 1.8 -115.451 32.809 0.154 17.166
37312264 -115.456 32.802 9.11 1.5 -115.449 32.806 0.157 17.474
37312272 -115.457 32.803 9.10 2.2 -115.450 32.807 0.156 17.320
37348368 -115.428 32.759 10.07 1.7 -115.421 32.763 0.208 23.180
37354136 -115.437 32.776 9.62 1.5 -115.432 32.779 0.189 21.051
37378600 -115.404 32.728 10.76 1.9 -115.400 32.731 0.248 27.526
37380488 -115.440 32.778 9.59 1.6 -115.434 32.782 0.186 20.682
37380496 -115.440 32.778 9.62 1.7 -115.434 32.782 0.186 20.682
37396480 -115.429 32.760 9.90 1.5 -115.422 32.765 0.207 23.026
37396688 -115.434 32.768 8.68 1.5 -115.427 32.772 0.198 21.977
37396704 -115.434 32.768 8.79 1.4 -115.427 32.772 0.198 21.977
37209751 -115.387 32.696 12.23 2.2 -115.380 32.701 0.284 31.538
37237935 -115.453 32.798 8.58 2.1 -115.447 32.802 0.162 18.029
37246047 -115.464 32.819 9.28 1.8 -115.460 32.822 0.139 15.406
37246055 -115.463 32.817 9.21 1.3 -115.458 32.820 0.141 15.653
37246079 -115.465 32.821 8.90 1.0 -115.461 32.824 0.136 15.159
37252727 -115.427 32.762 10.82 1.6 -115.422 32.765 0.207 22.962
37264031 -115.455 32.806 9.09 1.5 -115.451 32.809 0.154 17.164
37279239 -115.435 32.780 9.70 1.4 -115.433 32.781 0.187 20.801
37280167 -115.434 32.777 9.62 1.7 -115.431 32.779 0.190 21.141
37280183 -115.434 32.778 9.62 1.8 -115.432 32.779 0.189 21.048
37280535 -115.433 32.776 9.41 2.5 -115.431 32.778 0.192 21.295
37280543 -115.436 32.780 9.34 2.5 -115.433 32.782 0.187 20.740
37280551 -115.434 32.777 9.39 1.3 -115.431 32.779 0.190 21.141
37280575 -115.431 32.775 10.02 1.5 -115.429 32.776 0.193 21.510
37280583 -115.437 32.781 9.18 1.6 -115.434 32.783 0.185 20.586
37280647 -115.441 32.785 9.12 1.3 -115.437 32.788 0.180 19.970
37280671 -115.431 32.775 9.97 1.5 -115.429 32.776 0.193 21.510
37280719 -115.431 32.774 9.97 2.5 -115.429 32.775 0.194 21.603
37280735 -115.442 32.787 9.17 1.8 -115.438 32.789 0.177 19.723
37280751 -115.443 32.788 9.00 1.9 -115.439 32.791 0.176 19.569
37280831 -115.431 32.774 9.66 1.6 -115.429 32.775 0.194 21.603
37498512 -115.430 32.772 10.19 1.7 -115.428 32.773 0.197 21.850
37501472 -115.440 32.790 9.86 1.5 -115.439 32.791 0.176 19.567
37549576 -115.423 32.755 10.86 1.7 -115.418 32.758 0.215 23.857
37551088 -115.398 32.718 11.07 2.1 -115.393 32.721 0.259 28.822
37138892 -115.398 32.716 11.35 2.2 -115.392 32.720 0.261 29.008
37336559 -115.386 32.695 12.27 1.9 -115.379 32.700 0.285 31.692
37567880 -115.459 32.812 8.95 2.5 -115.455 32.815 0.147 16.362
37140492 -115.457 32.809 9.11 2.0 -115.453 32.812 0.151 16.763
37567920 -115.458 32.811 9.05 1.8 -115.454 32.814 0.149 16.516
37567952 -115.460 32.813 8.72 1.7 -115.456 32.816 0.146 16.208
37568312 -115.461 32.814 8.83 1.6 -115.456 32.817 0.144 16.054
37568448 -115.461 32.815 8.93 1.9 -115.457 32.818 0.144 15.961
37568576 -115.461 32.815 9.17 1.7 -115.457 32.818 0.144 15.961
37568584 -115.460 32.814 9.03 1.6 -115.456 32.817 0.145 16.115
37568600 -115.462 32.816 8.85 1.7 -115.458 32.819 0.142 15.807
37568624 -115.463 32.817 9.01 1.9 -115.458 32.820 0.141 15.653
37568632 -115.462 32.817 8.85 1.8 -115.458 32.820 0.141 15.714
37568640 -115.462 32.816 8.69 1.8 -115.458 32.819 0.142 15.807
37568648 -115.462 32.816 9.05 1.8 -115.458 32.819 0.142 15.807
37568656 -115.461 32.815 8.96 2.0 -115.457 32.818 0.144 15.961
37568680 -115.460 32.814 9.10 1.6 -115.456 32.817 0.145 16.115
37140524 -115.461 32.815 9.03 1.3 -115.457 32.818 0.144 15.961
37140532 -115.460 32.814 9.57 1.6 -115.456 32.817 0.145 16.115
37568704 -115.460 32.814 9.57 1.9 -115.456 32.817 0.145 16.115
37568720 -115.459 32.812 8.82 1.7 -115.455 32.815 0.147 16.362
37568736 -115.465 32.821 8.60 2.1 -115.461 32.824 0.136 15.159
37568792 -115.466 32.822 8.54 1.4 -115.462 32.825 0.135 15.005
37140716 -115.442 32.789 9.29 1.6 -115.439 32.791 0.176 19.538
37574928 -115.442 32.789 9.49 1.5 -115.439 32.791 0.176 19.538
37574960 -115.442 32.790 9.27 2.1 -115.440 32.792 0.175 19.445
37575328 -115.443 32.791 9.22 1.7 -115.440 32.793 0.173 19.291
37140804 -115.443 32.791 9.13 1.5 -115.440 32.793 0.173 19.291
37576080 -115.444 32.786 9.41 1.6 -115.438 32.790 0.177 19.694
37576088 -115.444 32.786 9.44 1.7 -115.438 32.790 0.177 19.694
37577864 -115.451 32.793 9.14 1.2 -115.444 32.798 0.167 18.616
37640120 -115.449 32.794 9.65 1.2 -115.444 32.798 0.168 18.645
37441927 -115.378 32.687 12.91 1.5 -115.373 32.690 0.296 32.924
37381437 -115.377 32.686 12.96 1.4 -115.372 32.689 0.297 33.078
37474463 -115.410 32.732 11.00 1.5 -115.403 32.736 0.241 26.788
37475607 -115.454 32.800 9.09 1.4 -115.448 32.804 0.160 17.782
37475623 -115.454 32.800 9.12 0.9 -115.448 32.804 0.160 17.782
37475631 -115.454 32.800 9.07 1.9 -115.448 32.804 0.160 17.782
37475775 -115.455 32.800 9.15 1.2 -115.448 32.804 0.159 17.721
37476111 -115.454 32.799 9.12 1.7 -115.447 32.803 0.161 17.875
37476207 -115.455 32.801 9.31 1.5 -115.449 32.805 0.159 17.628
37476743 -115.454 32.800 8.94 1.7 -115.448 32.804 0.160 17.782
37718040 -115.474 32.837 8.65 1.5 -115.471 32.839 0.118 13.123
37718272 -115.469 32.827 8.67 1.8 -115.465 32.830 0.129 14.358
37718280 -115.468 32.826 8.68 2.0 -115.464 32.829 0.131 14.512
37517799 -115.425 32.753 10.17 1.6 -115.418 32.758 0.215 23.921
37742016 -115.452 32.804 9.15 1.4 -115.449 32.806 0.158 17.533
37747904 -115.427 32.761 10.63 1.3 -115.422 32.764 0.207 23.055
37748800 -115.425 32.757 10.66 1.6 -115.419 32.761 0.212 23.549
37748808 -115.424 32.757 10.59 1.5 -115.419 32.760 0.212 23.610
37748976 -115.425 32.758 10.47 2.4 -115.420 32.761 0.211 23.456
